TRA_ID,ATA_TEXTO
3067,buenas noches mi nombre es humberto estoy llamando de aquí de san josé de pirca de san juan y necesitamos una unidad que nos ayude aquí en san josé en la iglesia cristo el alfarero. san josé de pirca. a san juan. de  gualaceo si de gualaseo. si san juan de gualaceo. si. este lo que pasa es que yo tengo puesto una una denuncia en la fiscalía y y no ve que el otro día y hubo una manifestación de la comunidad en contra de nuestras creencias somos una iglesia cristiana cristo el alfarero y. y de nuevo la gente estan tratando de obstaculizar de nuevo nuestro nuestro culto que estamos yendo a realizar recién aquí en san josé. luis humberto quichimbo a ese nombre esta puesto la denuncia. antes antes de llegar al centro de san josé de pirca. perdón. si. si la iglesia es cristo el alfarero la construccion de la iglesia de cristo el alfarero la policía si conoce. si si si evangélica. ok gracias amigo le agradezco
3071,si buenas tardes hagame un favor. yo me acerque a mi domicilio este momento. y no puedo entrar por que yo no se si estan ladrones adentro o intentaron robar o ya robaron no puedo entrar a mi casa esta roto dañado la chapa. ee miguel velez 2 98 y pio bravo. si. miguel velez y pio bravo. si. no sea malito. en la miguel velez en la miguel velez 298. sonia chacha. sonia chacha. gracias
3084,buenas noches mi jefe por pedir que se den una rondita la patrulla hay muchos ladrones que estan en la calle la avenida españa y la nuñes de bonilla son unos negros. esas estan atacando a la gente yo ya les he intervenido como unas tres veces les e intervenido el robo a la gente como por aca la calle estan cerradas con mallas entonces ellos estan atacando a la gente aqui se hacen los pendejos se dan la vuelta por la calle la gil ramires y vuelta vuelven a joder a la gente aqui. son grupos que se forman de tres uno ahorita se fue subiendo por la nuñes de bonilla para el lado de arriba son tres. vera cada uno usan pantaloneta corta. color de pantaloneta no me se bien son medio como blanquita otras son. el uno esta con una casaca gruesa y de color rojo con verde y ya se fueron para la parte de arriba incluso ellos se dan la vuelta mas luego ya han de estar aqui. ahorita que les llame a ustedes ya se despacharon pero esos se dan la vuelta. antonio ortiz yo soy el guardia que estoy aqui. yo soy de la sp de seguridad que estoy en la tran via yo tengo que todas las noches defendiendo ala gente eso es trabajo de ustedes. no les puedo decir como estan andando por que le pone la mano a las personas los muchachos van corriendo los muchachos le quitan el telefono les pone la mano en el pesqueso. lo que roban es a la altura aca en la nuñes de bonilla y otra es aca arriba andres como es andres de venalcasa. en la calle de aca arriba que esta sin cemaforo. si la gente sube por aqui. ya traten de dar un patrullaje son solo morenos los que estan haciendo esto. ya gracias
3134,buenos días hagame un favor a cabo yo de bajar del de la vía monay vaguanchi. este y cerca donde estan haciendo un puente que conecta una ciudadela este estan haciendo un puente estaba una señora con un niño pero al parecer estaban huyendo de de un de un señor que pasa por ahí recogiendo cartones pero mi empleada que le había visto dice que a veces mas arriba hay una escuela que a veces les sigue también a las chicas entonces la señora estaba haciendo parar carros parece que estaba huyendo de este señor porque creo que tiene algún tipo de retraso. es como le digo es me parece que estaba como ploma debe ser blanca a medio manchada algo así es un color ya medio ya ósea es una ropa vieja que estaba el señor y la señora estaba con una bebita no me fije bien pero el señor tiene cara ya es medio moreno y tiene como. trigueño ósea trigueño eso digo un color como de mestizo para no no es blaco tampoco es de raza negra. donde que esta justamente haciéndose un puente y también los señores que estaban haciendo el puente estaban virados viéndole a la señora que estaba medio medio medio asustada de este señor sé que el señor a veces. si si justo ahí. a media cuadra estan haciendo este puente. si a media cuadra estan haciendo este puente si la señora iba en dirección hacia monay. roxanna pesantez a lo mejor si pueden patrullar por ahí o preguntar inclusive a los trabajadores me parece que son del municipio los que estan haciendo este puente ellos también estaban viéndole a la señora que estaba tratando de hacer parar a los carros entonces no sé si este señor le estaba persiguiendo o alguna cosa pero como le digo mi empleada de lo que me comento me decía que este señor a veces le seguía a las chicas que hay la escuela mas arriba de la catalina guerrero que el anda recogiendo botellas y cartones. muy amable gracias
3152,buenas noches tenga la bondad le estoy llamando de azoguez del sector de uchupucun. buenas noches hagame un favor aca atras de la cancha sintética de los pochos. ahí ya para salir de la primero de mayo hay un grupo de jóvenes que esta ya bastante avanzados. si si estan generando aquí bulla y todo así que por favor nos mande a un a algún patrullero que les retire por favor. si si estan molestando si estan gritando aquí. antonio quezada. buenas noches gracias
3154,como esta muy buenas noches. hagame un favor ya he llamado varias veces estoy justamente ahorita en la manuel vega y pio bravo nuevamente necesitaría que me ayuden con una patrulla o algo para que saquen a estos señores travestis de aquí de la cuadra ósea estoy llegando con mi hijo tiene 7 años estoy con el perro llegando a la casa y en la esquina hay un espectaculo de travestis con otros hombres ahí espectaculo. justo en la esquina en la vega muñoz y manuel manuel vega. lionel pero estoy llamando casi todas las noches para que me ayuden con esto y no creo. que es solamente mi petición sino de todos. no me sirve de nada de que pasen por aquí solamente el patrullero prendiendo la sirena y ellos solamente se esconden a un ladito y siguen ahí
3156,disculpe hagame un favor cual es el número de la dinapen. cual es el número de la dinapen. no es que estan haciéndome bulla aqui en la salle. perdón lo lamento estan haciéndome bulla en el colegio la salle. si. andy orellana estudiante del colegio la salle. andy orellana. si. si estamos cerca de ustedes estamos cerca de su servicio aquí por la solano. disculpe. gracias
3164,auxilia una ambulancia a cañar. lo que pasa que mi hermano se a ido a tomar y esta loco. mande. no lo que pasa rompio un vidrio y se corto. si no sea malito mande una ambulancia. la mano no sea malo. si lo que pasa no se que se tomo. si no sea malo mande una ambulancia. inconsiente no sea malo. maria iglesia una cuadra. en la angel maria iglesia. es la ciudadela. es la ciudadela a una cuadra de la fiscalia. no tiene nombre aqui en cañar conocen perfectamente. a una cuadra de la fiscalia. se llama ciudadela angel maria iglesia. no tiene nombre a una cuadra de la fiscalia
3170,tenemos aquí un problema que nos chocaron en la en justo en el mercado 10 de agosto. si. presidente córdoba y justo es aquí en la. las carnes. presidente córdoba virando como quien se viene para la larga. alo. si dígame. si la general torres. no nos chocó aquí un camión estacionandose y no no nos quiere reconocer. es un camión blanco. y el suyo que carro es. deme su nombre señor. estamos coordinando su emergencia estamos para servirle si. hasta luego
3186,buenas noches estamos llamando de servicio ecuatoriano estamos haciendo un para abrir un una ficha. con la consola militar cabo segundo bonilla. si. es patrullaje y retenes. si. patrullaje y retenes. si anti delincuencial. en la vía molleturo. si por el cajas molleturo. ok muchas gracias. fuerzas armadas buenas noches. ya gracias. ya gracias muy amable
3187,compañero buenos dias una llamada tripartida del ecu de san borondon consola 8007 me ayuda por favor con su numero de consola. compañero tengo el alertante el número 096 8100 956 el esta llamando de cañar canton la troncal recinto pancho negro me indica que en la hacienda que el esta a cargo unos señores estan invadiendo los terrenos el alertante se llama carlos alverto de la cruz lo tengo en la linea. alo caballero hable porfavor tengo ami compañero tengo a mi compañero del ecu correspondiente para que usted le ponga la debida para que le coordine la emergencia. como esta mi señor del ecu 911 de cuenca le estamos comunicando por favor digame que esta pasando en el lugar. quien es de su domicilio. es de su domicilio. ya porfavor digame su numero de telefono el numero de celular porfavor. 9. ya. 100. 956  si ese es mi numero. si echo. si en la upc de pancho negro ahorita. yaya echo echo. bueno
3192,tenga la bondad estan bebiendo aquí al frente la escuela hernan cordero estan armando relajo tres jóvenes en que carro seria no quiero verles porque ya me mandaron hablando. estan bebiendo y estan en el carro ahí. que carro quisiera salir de nuevo por que ya ingrese a la escuela. esta justo frente en frente la hernan cordero ahí estan. a ver es un tucson blanco. mío hernan quizhpe. muchas gracias señor. estamos para servirle
3207,hagame un favor un agente de transito en la avenida loja y 10 de agosto por favor. lo que pasa es de que hay un señor de que me esta llevando en el carro pero me quiere cobrar como tres carreras y no me he bajado del taxi en ningún momento necesito que por favor. maricela brito coordinamos enseguida su emergencia habla con xavier no se preocupe enseguida no sé si tiene botón de panico el taxi puede aplastar el botón. aplaste el botón y nosotros le coordinamos enseguida tal vez logra ver una placa del taxi. no se preocupe enseguida coordinamos su emergencia estamos para servirle frente al verbo tal vez sobre la 10 de agosto o la loja. ya listo. ya vera toque el botón de panico que debe haber ahí hay un botoncito téngale aplastado 5 segundos. ya listo. pero bueno. si le estoy escuchando señor. si señor. pero señor pero. escúcheme yo no no soy autoridad solo coordinamos emergencias cuando llegue una unidad ahí le tiene que explicar eso. y si no ya le registran con la placa que nos acaban de dar en la ant ya esta registrado ahí. usted tiene que explicarle a la autoridad no a mi señor. oiga a mí no me explique eso tiene que explicar a la a la autoridad ya esta registrado en la ant ya nos dieron las placas no nos tiene que explicar. no no me esta llamando la señora a pedir ayuda y tenemos que coordinarle una emergencia. paseme con la señora por favor. no va a haber agente va a ir la policía porque es un escandalo señor paseme con la señora por favor tenga la bondad. alo. vera esta coordinada la emergencia debe ir una unidad de policía alla usted tiene que hablar con la policía y que le digan cualquier cosa. listo le estoy llamando pase bien señora
3231,buenas noches señor por favor hay un accidente en en miwir. pasa que una guagüita a tenido un ataque de epilepsia el niño tiene 3 años los familiares están medio desesperados viven allá yo soy familiar de ello pero vivo aquí en cuenca en baños y no saben que hacer ellos piensan que la guagua también está muerta pero no saben mas entonces necesitan una ambulancia. si número de teléfono claro que tiene. 4043249 el papa del niño y el señor del numero de la casa es el señor rodrigo fajardo. si por favor coméntele. si es miwir la dirección. es camino a rio blanco la entrada a rio blanco digamos mas o menos. perdón. no es en molleturo en miwir. si cerca de molleturo. listo pase bien. ya hasta luego
3233,buenas una una ambulancia para para una emergencia. para lo que pasa que a una chica acaba de abortar y y esta con el feto afuera. perdón. no es una chica que acaba de ósea acaba de abortar y yo me me avisa voy a ver y esta con los feto ya afuera. si ha estado embarazada y el feto esta moviendo. santa ana e ingapirca. aca por santa ana sector ingapirca. si via san bartolo. no aca al valle del valle mas aca parroquia santana. eh sector ingapirca en la via principal via a san bartolo yo cuando este ya llegue a lado de la via yo le espero para hacerle parar cuando este pasando la ambulancia. este siguiendo la vial la via principal. unos 2 3 minutos. rodrigo illezcas. gracias
3251,buenas como esta hágame un favor yo tengo un negocio de comida rápida por el estadio y recién entraron unos dos sospechosos se subieron a un taxi solamente que le sigan por las cámaras están en un taxi amarillo placas del guayas por el sector del estadio. gsg8781. si. eh el taxista era una chica y otro unos monos ahí que que el uno me pregunto primero por una coas el otro por otra quedaron viendo unas carteras de unas chicas y bueno salimos nosotros y se hicieron los pendejos entraron distintos salieron solos y se subieron en el mismo taxi les cogi la placa del taxi. gustavo narvaez no se talvez por las cámaras les puedan seguir por el sector del estadio estaban. que les hagan parar y les revisen. fasty food a media cuadra del estadio avenida jose peralta 3 48. gracias hasta luego
3256,alo buenas noches señores aqui el señor piron guardia de aqui de la aca paso de guayaquil el señor no quiere dar paso el señor no quiere darme los borrachos. estan atraendo aqui el señor nestan aqui ofendiendo nuestras personas y esque no es demasiado un patrullero porque el señor nse alejen del parque. aqui en el parque central de la de la plaza guayaquil el parque central. si aui en gualaceo. carlos garcia ulloa toledo. si soy guardia guardia estamos trabajando aqui en el parque central. si ya mas o menos ya dan haciendo ya. ya ya hecho
3275,oiga hágame un favor puede dar mandado una ambulancia aca a la subida del cementerio que calle es esa por que esta un señor enfermo esta bien mal. que tiene un dolor al costado y dice que no puede ver la 24 de mayo. 23 de enero y la otra de ahí carlos serrano y 24 de mayo. mande en que ciudad es aquí en chordeleg. eso eso eso deber ser si. aquí en la esquina saliendo del cementerio aquí arriba en la 24 en la carlos serrano. ana cecilia vera. ya ya ya vienen
3276,muy buenas tardes señor policía vera lo que pasa es que yo estaba estoy en el hospital regional vicente corral moscoso pero yo ingrese a aquí esta la puerta y esta hechado llave ya le llamo para que se verifique la hora. si y ya ya dije que me ayuden y solo asoman y ya estoy aquí ya mismo han de cerrar después el hospital. si aquí. estoy en estoy en donde a ver los usuarios donde los usuarios al fondo a mano a mano derechas entrando. la señora elsa rio. ya gracias muy amable
3290,mi emergencia es lo siguiente vera aqui en la mega tienda del sur estan estacionados los carosr en la vereda nosotros tenemos hijos tenemos que votarnos a la avenioda la principal hay peligro de que les coja aqui a los guaguas ahi estan ellos campantes bien estacionados no sea malo que les de haciendo retirar. hay son unos camiones que estan bajando ahi las cosas ahi no. estan 3 ahorita 3 estan ahi nostors tenemos que bajar por la avenida principa. son camiones blancos son ahi furgonetas no se que bajan ahi las cosas. no son camiones ya camiones blancos son unos blacos esos grandes. inclusive ya tome una foto para mandarle al mercurio aca. eso son toditos los dias no hay autoridad que se haga cargo. si digame. ya le digo mega tienda todo mundo conoce frente a indurama. pero señor talvez sera en la cordelio crespro. punto de referencia. su nombre por favor. coordinamos su emergencia estamos para servirle
2311,buenos dias haga un favor vera que en la ciudadela carlos crespi. hay un señor que no ha dejado dormir hasta ahorita con la musica el señor no se sabe que puedo hacer. si. desde ayer tarde imaginese esta hasta ahora. vera es en la ciudalela carlos crespi que dice la calle del morocho y oswaldo guayasamin sube rectito pasa el asfalto y sube de tierra y es la casa esta en los pinos pero es aca el sonido para aca abajo. la ahi dice oswaldo guayasamin. ya no sea malito gracias
2347,hola buenas tardes porfavor estoy llamando desde la comunidad de llamacon de acá de paute acabo de ver un accidente de un carro suzuki rojo con una moto el señor de la moto esta con los tendones expuestos oiga si le pueden venir a ver. es en llamacon de paute para arriba. llamacon llamacon. de paute 20 minutos mas arriba. es justo en la capilla es justo en la capilla. mi nombre yo soy el doctor iban brito pauta. listo muchas gracias señor
2358,tenga la bondad aquí en la en la rafael maria arizaga y vargas machuca hay 4 personas de dudosa procedencia que están tomando están alevosos por favor. osea con ropa normal están pantalon lee. o sea están libando ahi. si. si es en plena esquina exacto. están todo lo que es están andado toda la media cuadra y todo. hasta luego
2404,y ahora número de cedula ha de llamar ontara tu papa no aquí aquí tiene que estar. señora manténgase en la línea va a hablar con el ecu del guayas para que se comunique usted con naranjal. ya no me corte la llamada. compañero buenas noches ecu cuenca le estoy saludando tengo en la línea a la señora luz aguilar me indica que es él va a hablar del sector de san carlos naranjal por una emergencia hable por favor caballero le voy a dar en número. 995. 985. 674. claro que si 0995. 985. 674. si. se consola compañero. la suya. hable por favor. señora aguilar buenas noches en que le podemos ayudar buenas noches. la energía eléctrica. desde cuando eh ósea siempre cortan
2517,buenas tardes hágame un favor. no sé a dónde puedo llamar lo que pasa que hay una moto suzuki de carreras que está aqui en la ciudadela riveras del tomebamba pero está todita la tarde oiga y no sé no sé dónde llamar para que nos ayuden. no es en la gonzález. justo de los e antes de los eucaliptos. la calle es de mmm gonzález suárez la principal. entra en la como es esta baje al y ahi dice entrada bienvenido a riveras del tomebamba entra al fondo y al fondo. sí mire ahí o sino puede escuchar ahorita pero todita la tarde no no tengo un niño recién nacido y esta que llora y llora y no puedo a quien quejarme. lourdes loja. ya
2623,buenas noches. tenga la bondad mire estoy llamándole por una emergencia yo quiero cambiarme de casa pero el señor dueño de casa me tiene con llave no me deja salir entonces yo necesito que la policía me ayude porque yo tengo un problema muy grave con este señor. verá el señor no me deja salir de la casa yo estoy con 2 niños aquí prácticamente secuestrada porque me tienen con andado y no me deja salir esta justamente mi familia viniendo para llevarme  y no me deja llevar. vea cómo me trata señor policía así me están tratando yo soy #. este rafael maria arizaga y miguel velez señor policía. mayra rivas. ya muchas gracias. este si la librería frente a la librería única. sí más o menos diagonal. diagonal este me espera un ratito yo debo subir para decirle algo no puedo decir frente a él verá el problema es el siguiente señor policia yo tengo una denuncia en la fiscalía porque el señor me acoso y tengo una denuncia por acoso sexual este señor no me ha respetado yo tuve problemas bastante fuertes con mi marido todo y se dieron cosas que incllusive perdi un hijo y desde ahi el no me ha dejado salir me de la casa para nada me tiene practicamente secuestrada puedo salir por la puerta todo pero no puedo sacar mis cosas entonces # que yo vaya de aquí. no pero tengo la denuncia puesta y la notificación. si. su nombre porfavor. su nombre maira rivas. no se pero es bien agresivo a mi ya me ha pasado varias veces que me agrede y practicamente estoy aterrada y yo me quiero ir de aquí con mis hijos mis hijos son menores de edad. ya muchas gracias
2694,muy buenas caballero hagame un favor estoy llamando de la calle vieja y hornillas sector ciudadela jacaranda cerca del rio unos muchachos me imagino son estan con el carro se subieron cerca del parque lineal y estan a un metro del barranco. si se une la calle vieja con las hornilla bueno le digo vera es donde termina la calle vieja es clarito ver. si paredones. si si un vehiculo blanco pero me imagino que deben estar borrachos para haber hecho eso. bueno yo es la primera llamada que yo hago. andres ahuagueña. ahuagueña oiga si bueno el carro parece que ya se va a ir al barranco es un carro blanco jeep parece un mitsubishi outlander parece no podria asegurarle porque yo le veo desde un costado. ya listo
2766,muy buenas noches de fuerzas armadas le estoy llamando para que me registren un patrullaje. en las vias. eh via azogues biblian cañar. si. sub teniente anibal cevallos. si. si por favor comuníqueme con. le comunico con el sub teniente anibal cevallos que va a salir a hacer un patrullaje ya le comunico ya le paso
2831,Alo buenas noches oiga  hagame un favor vea estan andando dos jovenes por aca arriba uno con casaca negra y una con casaca ploma y otro con un gorro rojo no sea malito oiga estan andando jalado marihuana y andando queriendo llevar a mi hija. oiga recien se fueron bajando para abajo para a lado abajo para el control bajando se fueron perdiendo les estaba siguiendo pero no se por donde se fueron. con e casandra espinoza. es en la avenida ricardo duran ya se fueron bajando para abajo oiga. es en toda la via grande la que se va para hasta el control creo que estan yendose caminando oiga pero se escondieron ya no aparecen. es de la de la de la del colegio manuel cordova mas abajo. unos dos o cinco metros pero ya estan yendose para abajo usted si puede cogerles por abajo por donde estan yendose. ha de ser unos  ellos ya se fueron para abajo para el control creo que incluso se fueron a comprar por que mi hija se fue igual oiga y eso quiero que me ayude oiga no sea malito. para abajo se por la via. si no por la avenida ricardo duran estan bajando para abajo para ir al control. si si si. ya gracias
2913,buenos dias hagame un favor usted cree que me pueda colaborar con una ambulancia. aqui en el edificio de la alcaldia se acaba de caer un señor y tiene fracturada la mano. consciente. no le sabria decir porque me vino a mi a decir un ciudadano yo soy agente de transito. no. ya me ya me estoy acercando es la borrero y la borrero en pleno edificio de la alcaldia. espereme un ratito le veo. alo. ya vera es la borrero y la bolivar. en plena esquina. estoy llegando. consciente me dijo el señor consciente. maria jose surieto. gracias
